"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Residential structures","Dollars","81","millions","6","v62788639","13.1.12","90","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Residential structures","Dollars","81","millions","6","v62788639","13.1.12","90","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Residential structures","Dollars","81","millions","6","v62788639","13.1.12","66","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Residential structures","Dollars","81","millions","6","v62788639","13.1.12","92","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Residential structures","Dollars","81","millions","6","v62788639","13.1.12","91","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Residential structures","Dollars","81","millions","6","v62788639","13.1.12","70","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Residential structures","Dollars","81","millions","6","v62788639","13.1.12","62","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","1166","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","985","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","590","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","513","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","402","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","226","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","206","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","247","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62788640","13.1.13","270","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","887","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","770","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","390","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","380","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","236","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","139","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","114","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","129","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Non-residential structures","Dollars","81","millions","6","v62788641","13.1.14","169","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","298","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","223","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","200","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","134","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","166","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","86","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","94","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","119","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Machinery and equipment","Dollars","81","millions","6","v62788642","13.1.15","101","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","173","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","127","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","121","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","139","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","132","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","74","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","86","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","107","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62788643","13.1.16","142","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","12","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","10","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","10","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","8","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","7","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","8","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","8","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","7","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62788644","13.1.17","9","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","378","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","391","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","357","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","365","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","317","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","284","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","352","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","401","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62788645","13.1.18","416","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","46","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","45","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","37","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","34","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","4","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","73","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","-34","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","42","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62788646","13.1.19","144","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","46","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","43","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","34","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","35","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","2","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","74","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","-34","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","39","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62788647","13.1.20","122","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","46","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","43","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","34","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","35","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","2","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","74","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","-34","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","39","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62788648","13.1.21","122","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62788649","13.1.22","0","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2654","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2454","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2909","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2936","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2675","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2126","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2201","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2264","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62788650","13.1.23","2240","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","1587","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","1544","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","2195","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","2173","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","1706","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","1343","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","1435","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","1402","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62788651","13.1.24","1400","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","1468","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","1447","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","2086","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","2066","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","1605","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","1272","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","1359","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","1323","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62788652","13.1.25","1327","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","124","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","99","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","109","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","107","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","102","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","72","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","77","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","82","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62788653","13.1.26","73","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","1088","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","910","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","714","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","764","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","985","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","797","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","776","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","884","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788654","13.1.27","860","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","318","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","286","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","66","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","102","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","278","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","219","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","221","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","217","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788655","13.1.28","187","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","765","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","623","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","648","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","662","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","711","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","581","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","559","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","679","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788656","13.1.29","692","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3969","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3674","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3600","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3616","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3378","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3131","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3198","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3378","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788657","13.1.30","3593","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1466","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1326","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1318","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1341","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1275","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1136","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1168","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1281","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788658","13.1.31","1376","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","1198","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","1108","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","1125","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","1123","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","1060","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","956","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","961","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","1049","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788659","13.1.32","1137","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","268","","","","0"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","217","","","","0"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","192","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","218","","","","0"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","215","","","","0"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","180","","","","0"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","206","","","","0"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","230","","","","0"
"2023","Northwest Territories","2016A000261","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788660","13.1.33","237","","","","0"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788661","13.1.34","2503","","","","0"
