"REF_DATE","GEO","DGUID","Seasonal adjustment","Prices","North American Industry Classification System (NAICS)","Release","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","30008","","","","0"
"2021-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","34970","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","38883","","","","0"
"2021-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","41863","","","","0"
"2021-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","42094","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","41608","","","","0"
"2021-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","42594","","","","0"
"2021-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","41992","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","36616","","","","0"
"2022-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","40403","","","","0"
"2022-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","43094","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","43428","","","","0"
"2022-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","44469","","","","0"
"2022-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","44850","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45302","","","","0"
"2022-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45855","","","","0"
"2022-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45912","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46143","","","","0"
"2022-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45620","","","","0"
"2022-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45648","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46879","","","","0"
"2023-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46575","","","","0"
"2023-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46244","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45942","","","","0"
"2023-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45900","","","","0"
"2023-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45196","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45687","","","","0"
"2023-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45325","","","","0"
"2023-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45620","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45969","","","","0"
"2023-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46203","","","","0"
"2023-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46400","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46214","","","","0"
"2024-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46330","","","","0"
"2024-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46189","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46265","","","","0"
"2024-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46410","","","","0"
"2024-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46272","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45917","","","","0"
"2024-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45526","","","","0"
"2024-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45817","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","45881","","","","0"
"2024-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46398","","","","0"
"2024-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","May 30, 2025","Dollars","81","millions","6","v1675434923","1.1.1.259.124","46570","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","48036","","","","0"
"2020-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","47336","","","","0"
"2020-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","30310","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","17442","","","","0"
"2020-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","20293","","","","0"
"2020-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","25367","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","30158","","","","0"
"2020-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","32933","","","","0"
"2020-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","33008","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","30313","","","","0"
"2020-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","30813","","","","0"
"2020-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","27971","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","29459","","","","0"
"2021-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","30404","","","","0"
"2021-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","34386","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","30987","","","","0"
"2021-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","30008","","","","0"
"2021-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","34970","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","38883","","","","0"
"2021-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","41863","","","","0"
"2021-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","42094","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","41608","","","","0"
"2021-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","42594","","","","0"
"2021-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","41992","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","36616","","","","0"
"2022-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","40403","","","","0"
"2022-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","43094","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","43428","","","","0"
"2022-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","44469","","","","0"
"2022-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","44850","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45302","","","","0"
"2022-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45855","","","","0"
"2022-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45912","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46143","","","","0"
"2022-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45620","","","","0"
"2022-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45648","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46879","","","","0"
"2023-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46575","","","","0"
"2023-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46244","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45942","","","","0"
"2023-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45900","","","","0"
"2023-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45196","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45687","","","","0"
"2023-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45325","","","","0"
"2023-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45620","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45969","","","","0"
"2023-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46203","","","","0"
"2023-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46400","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46158","","","","0"
"2024-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46428","","","","0"
"2024-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46348","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46454","","","","0"
"2024-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46552","","","","0"
"2024-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46471","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46117","","","","0"
"2024-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","45814","","","","0"
"2024-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46075","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46009","","","","0"
"2024-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46520","","","","0"
"2024-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Accommodation and food services [72]","April 30, 2025","Dollars","81","millions","6","v1670691959","1.1.1.259.123","46788","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","41330","","","","0"
"2020-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","41413","","","","0"
"2020-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","37514","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","30765","","","","0"
"2020-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","32282","","","","0"
"2020-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","34054","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","36424","","","","0"
"2020-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","37505","","","","0"
"2020-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38075","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38339","","","","0"
"2020-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38424","","","","0"
"2020-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38367","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38240","","","","0"
"2021-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38311","","","","0"
"2021-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38298","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38320","","","","0"
"2021-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38612","","","","0"
"2021-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","38824","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","39473","","","","0"
"2021-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","39938","","","","0"
"2021-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","40404","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","40785","","","","0"
"2021-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","40957","","","","0"
"2021-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","41058","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","41481","","","","0"
"2022-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","41689","","","","0"
"2022-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","42070","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","42238","","","","0"
"2022-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","42553","","","","0"
"2022-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","42920","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","43144","","","","0"
"2022-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","43331","","","","0"
"2022-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","43523","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Other services (except public administration) [81]","August 29, 2025","Dollars","81","millions","6","v1775496705","1.1.1.262.127","43544","","","","0"
