transaction_date,prod_code,store_label,stock_level,qty_sold,qty_ordered,forecasted_demand,unit_price,discount_percent,weather_type,promo_flag,competitor_price,season,revenue
2022-06-10,P0006,S043,109,318,404,269.79,60.36,0,Snowy,0,54.31,Spring,19195.63
2022-09-02,P0002,S042,156,122,166,121.75,97.74,5,Rainy,1,95.74,Spring,11327.73
2022-12-14,P0013,S064,122,368,377,475.33,27.81,0,Cloudy,1,29.78,Summer,10234.73
2022-08-04,P0013,S047,343,98,160,96.91,79.63,10,Cloudy,0,70.07,Winter,7023.03
2022-03-25,P0012,S058,221,425,543,416.59,16.09,0,Cloudy,1,14.46,Autumn,6838.35
2022-10-04,P0012,S037,282,235,342,232.73,87.37,5,Rainy,1,70.77,Spring,19505.71
2022-06-10,P0021,S057,272,476,636,537.15,59.0,25,Cloudy,0,53.08,Autumn,21064.17
2022-04-17,P0009,S091,394,392,419,369.43,95.49,0,Rainy,0,112.56,Autumn,37432.97
2022-10-18,P0024,S010,323,46,194,49.48,85.51,15,Rainy,0,95.88,Winter,3343.51
2022-12-30,P0020,S005,317,62,222,79.38,74.21,5,Foggy,0,70.4,Autumn,4370.8
2022-05-22,P0022,S005,346,376,504,333.99,57.18,0,Cloudy,0,50.09,Spring,21498.7
2022-01-14,P0024,S042,124,169,348,214.33,55.51,10,Cloudy,1,49.88,Autumn,8442.34
2022-01-20,P0026,S010,257,490,655,454.96,33.14,5,Foggy,0,29.51,Autumn,15427.44
2022-06-18,P0028,S074,109,414,478,478.15,45.9,0,Cloudy,0,42.41,Summer,19004.09
2022-04-29,P0022,S012,491,469,601,388.74,70.15,5,Cloudy,0,79.73,Spring,31253.27
2022-08-16,P0028,S093,119,81,266,74.17,67.52,5,Foggy,1,68.4,Spring,5195.95
2022-09-12,P0019,S065,262,482,545,391.47,44.84,25,Cloudy,1,45.57,Summer,16211.21
2022-05-17,P0026,S014,126,407,431,413.13,77.06,10,Sunny,1,67.21,Winter,28227.8
2022-06-09,P0028,S094,167,83,168,67.64,16.08,5,Foggy,1,19.07,Autumn,1267.59
2022-06-28,P0015,S058,286,25,115,27.63,28.85,10,Foggy,0,31.0,Spring,649.2
2022-10-23,P0020,S062,344,467,575,441.6,96.17,10,Snowy,0,84.29,Winter,40421.22
2022-05-09,P0012,S030,180,285,445,350.29,90.06,0,Cloudy,0,101.99,Summer,25665.89
2022-04-28,P0001,S009,454,24,145,24.12,93.97,5,Rainy,0,89.42,Winter,2142.53
2022-11-30,P0013,S054,252,135,188,136.99,63.05,0,Cloudy,0,73.03,Spring,8511.96
2022-08-22,P0029,S015,185,148,330,136.03,41.67,10,Cloudy,0,38.46,Autumn,5549.97
2022-11-04,P0008,S054,170,132,253,108.84,87.14,5,Foggy,1,95.55,Summer,10926.78
2022-06-10,P0003,S064,194,146,153,187.85,94.99,15,Foggy,0,85.58,Summer,11788.09
2022-05-03,P0020,S040,320,364,523,299.8,83.64,5,Rainy,0,70.73,Autumn,28922.78
2022-04-20,P0022,S007,111,337,440,345.57,99.51,5,Foggy,0,112.0,Autumn,31857.61
2022-10-08,P0020,S067,251,141,285,160.58,57.81,10,Foggy,0,66.65,Autumn,7336.24
2022-10-22,P0011,S008,155,388,512,440.42,26.45,15,Rainy,0,29.53,Autumn,8724.07
2022-07-23,P0024,S039,319,272,323,243.02,61.66,0,Foggy,0,70.52,Autumn,16771.71
2022-06-24,P0019,S014,277,186,261,157.11,18.02,0,Rainy,0,15.7,Summer,3351.19
2022-03-10,P0026,S052,78,35,169,30.28,65.68,0,Rainy,0,78.65,Summer,2298.68
2022-10-16,P0022,S096,432,190,252,153.91,30.25,0,Cloudy,1,31.1,Autumn,5746.84
2022-04-13,P0008,S086,219,426,454,476.49,41.51,10,Snowy,0,43.13,Spring,15915.05
2022-07-02,P0010,S076,435,251,434,251.28,81.03,5,Snowy,0,80.53,Winter,19322.7
2022-06-26,P0027,S091,186,189,355,167.12,37.85,0,Snowy,0,41.49,Winter,7154.49
2022-03-14,P0008,S034,456,421,562,463.58,22.37,10,Sunny,0,18.26,Winter,8477.0
2022-01-27,P0017,S026,337,255,340,275.29,56.14,10,Foggy,1,50.56,Summer,12883.19
2022-09-10,P0005,S088,383,149,319,146.08,89.89,10,Foggy,0,91.03,Winter,12053.9
2022-12-27,P0004,S048,140,313,388,361.29,61.22,25,Cloudy,0,55.28,Autumn,14371.04
2022-06-17,P0027,S065,172,463,553,410.98,53.86,5,Sunny,0,48.15,Spring,23689.93
2022-09-11,P0009,S098,268,204,294,181.62,28.37,0,Snowy,1,32.61,Summer,5787.13
2022-06-18,P0004,S091,137,383,492,475.2,28.24,10,Rainy,0,25.09,Autumn,9735.07
2022-11-16,P0003,S015,103,244,271,215.81,34.32,10,Rainy,0,34.53,Spring,7537.03
2022-03-10,P0028,S024,428,335,505,322.17,50.64,0,Rainy,1,60.71,Spring,16965.0
2022-03-30,P0017,S055,480,370,453,385.0,83.48,0,Rainy,0,76.15,Spring,30887.35
2022-05-16,P0029,S052,337,288,303,312.74,21.76,0,Snowy,0,23.32,Winter,6267.51
2022-09-07,P0001,S081,159,171,307,158.61,63.16,15,Sunny,0,69.77,Spring,9180.55
2022-12-21,P0018,S007,53,22,196,25.56,26.84,15,Sunny,0,27.45,Summer,501.98
2022-07-11,P0008,S056,206,138,248,148.54,39.94,20,Rainy,0,46.58,Summer,4409.7
2022-07-23,P0021,S064,436,442,593,489.27,24.79,10,Cloudy,0,23.76,Autumn,9862.71
2022-06-28,P0017,S029,325,414,539,510.17,21.27,0,Foggy,1,23.9,Summer,8806.41
2022-03-19,P0013,S074,463,257,420,251.07,65.62,15,Sunny,0,57.73,Summer,14335.46
2022-06-15,P0023,S090,148,299,488,385.08,66.69,0,Sunny,0,55.27,Summer,19941.05
2022-07-18,P0027,S017,407,56,149,61.88,78.72,10,Sunny,0,86.65,Summer,3967.26
2022-04-03,P0007,S090,268,63,135,72.07,77.1,20,Rainy,0,76.78,Spring,3885.64
2022-04-29,P0015,S015,251,265,434,337.34,27.72,20,Snowy,1,28.24,Summer,5876.77
2022-07-05,P0015,S087,170,63,173,52.18,23.53,10,Snowy,0,26.12,Winter,1334.02
2022-05-26,P0030,S099,149,325,328,331.48,51.55,0,Foggy,0,57.82,Spring,16754.05
2022-08-23,P0026,S061,212,140,242,168.07,64.45,0,Snowy,1,58.19,Spring,9023.39
2022-09-20,P0008,S084,434,247,434,317.94,13.88,25,Rainy,1,14.97,Spring,2570.49
2022-02-18,P0008,S013,91,200,239,228.79,53.55,0,Cloudy,0,61.39,Summer,10710.13
2022-10-29,P0023,S058,73,226,356,237.97,12.83,0,Snowy,1,15.24,Autumn,2900.08
2022-06-12,P0017,S005,52,163,301,133.49,55.4,0,Snowy,1,62.95,Winter,9029.45
2022-03-23,P0007,S094,271,107,246,118.64,92.46,0,Sunny,1,94.88,Spring,9892.69
2022-06-18,P0023,S001,286,440,553,441.89,64.03,0,Cloudy,0,51.84,Spring,28173.76
2022-05-20,P0024,S092,133,158,280,142.64,47.32,0,Foggy,1,43.38,Summer,7476.92
2022-06-04,P0020,S046,181,383,533,405.82,65.37,0,Foggy,0,73.92,Autumn,25038.52
2022-09-14,P0026,S086,406,465,520,413.89,33.24,5,Rainy,1,32.57,Summer,14685.47
2022-12-04,P0022,S048,444,440,573,434.66,18.17,0,Foggy,0,21.12,Winter,7993.42
2022-05-07,P0008,S051,136,137,151,171.42,45.11,0,Rainy,1,46.59,Spring,6180.14
2022-03-08,P0027,S006,152,293,362,278.07,88.58,5,Foggy,0,87.87,Spring,24656.64
2022-07-02,P0015,S038,247,290,367,264.53,31.99,0,Sunny,0,31.52,Winter,9276.39
2022-07-16,P0022,S084,187,282,339,239.38,98.79,0,Foggy,1,103.26,Spring,27859.77
2022-12-30,P0020,S010,171,162,182,172.73,81.55,5,Cloudy,0,69.26,Summer,12551.0
2022-10-09,P0016,S061,333,20,177,22.92,97.21,15,Sunny,0,97.69,Winter,1652.62
2022-05-17,P0018,S030,437,37,163,45.5,97.52,0,Cloudy,0,84.07,Summer,3608.41
2022-04-03,P0001,S069,271,50,100,48.7,40.74,20,Foggy,1,40.52,Winter,1629.4
2022-05-28,P0003,S017,453,369,497,445.37,96.14,25,Sunny,1,98.91,Spring,26607.42
2022-12-18,P0013,S055,339,116,190,117.52,49.83,5,Snowy,0,47.09,Autumn,5491.21
2022-02-26,P0028,S054,283,478,483,559.8,96.89,0,Foggy,1,86.66,Autumn,46314.28
2022-05-21,P0014,S040,131,162,214,199.87,75.0,25,Rainy,0,87.95,Winter,9111.98
2022-12-11,P0019,S087,408,384,504,433.17,24.64,15,Sunny,0,21.09,Spring,8042.61
2022-01-14,P0030,S071,231,336,350,272.87,69.52,5,Snowy,0,70.19,Spring,22190.12
2022-02-18,P0016,S023,275,84,150,85.41,88.19,20,Rainy,0,103.38,Summer,5926.19
2022-09-11,P0002,S017,133,476,563,493.53,53.8,0,Rainy,1,56.8,Winter,25608.28
2022-07-02,P0026,S084,412,123,157,132.57,83.3,5,Sunny,1,80.5,Autumn,9734.02
2022-10-18,P0027,S013,174,471,585,438.92,67.7,0,Snowy,0,74.92,Autumn,31886.78
2022-03-06,P0002,S009,293,449,472,430.97,29.4,20,Foggy,0,27.34,Winter,10559.76
2022-07-22,P0027,S030,412,425,588,515.82,99.67,0,Cloudy,0,87.08,Spring,42357.86
2022-04-07,P0017,S066,51,187,349,174.27,47.82,5,Snowy,0,46.11,Summer,8495.54
2022-05-16,P0001,S027,246,359,477,334.93,97.5,15,Rainy,0,79.43,Autumn,29752.13
2022-02-21,P0027,S070,214,430,525,402.86,25.74,0,Sunny,1,22.45,Autumn,11068.61
2022-08-06,P0007,S037,473,381,509,438.4,67.29,10,Foggy,0,73.76,Winter,23072.93
2022-04-12,P0007,S068,282,392,499,376.32,74.01,20,Rainy,0,73.89,Spring,23210.68
2022-05-08,P0012,S074,195,75,123,75.28,89.07,5,Sunny,0,71.93,Autumn,6346.24
2022-02-28,P0012,S021,285,417,508,370.66,57.68,10,Snowy,0,48.94,Autumn,21646.91
2022-01-24,P0009,S033,402,141,159,124.02,30.91,0,Cloudy,0,26.41,Summer,4357.8
2022-12-17,P0015,S070,152,148,338,191.11,81.65,10,Snowy,0,83.67,Autumn,10875.81
2022-04-01,P0013,S058,461,167,181,171.95,90.78,0,Sunny,1,89.82,Summer,15160.89
2022-06-14,P0022,S094,178,186,360,195.25,48.41,5,Foggy,0,48.84,Autumn,8554.44
2022-12-13,P0028,S044,398,288,325,240.3,43.44,20,Foggy,1,47.98,Winter,10007.71
2022-07-28,P0018,S066,73,497,543,556.35,12.44,5,Snowy,0,14.01,Summer,5871.48
2022-10-18,P0015,S023,234,381,568,376.01,91.91,20,Rainy,1,75.75,Autumn,28014.27
2022-01-20,P0013,S075,296,333,400,297.46,72.99,15,Rainy,1,75.94,Autumn,20659.04
2022-04-28,P0018,S021,366,48,104,44.86,91.03,10,Snowy,0,85.13,Autumn,3932.33
2022-12-29,P0030,S045,469,327,524,284.03,10.13,0,Rainy,0,9.76,Spring,3311.0
2022-01-12,P0002,S093,98,439,533,377.74,42.08,15,Cloudy,0,49.47,Spring,15703.99
2022-06-06,P0007,S052,272,96,240,120.0,13.86,0,Rainy,0,15.29,Spring,1330.24
2022-05-23,P0014,S008,437,11,60,10.75,36.0,10,Sunny,0,32.25,Autumn,356.37
2022-01-07,P0012,S033,329,221,222,210.61,14.08,0,Rainy,0,11.6,Summer,3112.61
2022-06-12,P0020,S089,75,482,617,536.21,42.58,0,Cloudy,1,47.76,Summer,20523.69
2022-09-18,P0007,S049,312,373,406,369.59,62.68,20,Cloudy,0,60.95,Autumn,18702.34
2022-05-10,P0022,S060,363,387,441,344.98,14.98,0,Snowy,0,12.7,Summer,5796.58
2022-09-01,P0001,S071,449,102,239,94.17,55.17,0,Foggy,0,52.51,Summer,5627.3
2022-04-22,P0003,S032,198,320,428,405.77,41.04,5,Cloudy,0,32.84,Summer,12476.02
2022-12-03,P0013,S070,476,333,417,331.8,56.02,0,Snowy,1,64.88,Spring,18655.6
2022-02-21,P0023,S041,141,225,320,196.52,47.08,15,Snowy,0,50.34,Summer,9004.98
2022-11-26,P0022,S034,235,332,523,370.92,81.41,5,Rainy,0,94.05,Winter,25677.58
2022-07-10,P0024,S012,259,237,265,293.28,18.85,0,Snowy,0,16.03,Summer,4466.5
2022-02-23,P0007,S047,348,377,398,443.77,14.1,25,Rainy,1,13.63,Spring,3987.9
2022-06-30,P0022,S051,136,150,175,158.18,85.49,0,Snowy,0,101.02,Spring,12822.95
2022-05-29,P0026,S050,200,462,610,569.36,69.35,10,Foggy,0,72.0,Summer,28834.46
2022-12-15,P0002,S094,385,19,125,20.07,17.7,15,Snowy,1,17.36,Autumn,285.87
2022-01-18,P0024,S062,295,456,523,391.92,65.92,0,Sunny,1,65.35,Winter,30061.71
2022-10-24,P0027,S071,134,256,288,292.02,38.33,5,Snowy,1,45.48,Winter,9320.89
2022-07-30,P0012,S006,439,265,279,228.68,34.01,10,Sunny,0,35.8,Spring,8111.8
2022-09-10,P0019,S007,450,83,196,67.36,20.02,0,Rainy,0,22.48,Winter,1661.92
2022-06-24,P0008,S077,337,432,558,416.74,54.16,10,Snowy,0,51.64,Winter,21056.6
2022-09-15,P0008,S089,432,356,414,289.73,73.98,0,Sunny,1,63.15,Autumn,26335.93
2022-01-31,P0009,S069,222,332,406,303.82,52.98,0,Rainy,0,47.91,Spring,17589.56
2022-09-03,P0026,S057,299,349,399,332.07,59.39,0,Sunny,0,53.81,Summer,20728.05
2022-10-06,P0020,S078,390,8,79,6.76,56.04,25,Sunny,0,49.09,Spring,336.25
2022-09-12,P0010,S039,409,499,661,568.46,89.01,20,Sunny,0,94.9,Summer,35531.16
2022-09-26,P0021,S084,113,99,140,87.5,89.86,15,Foggy,0,81.4,Spring,7561.53
2022-11-18,P0017,S085,213,219,302,259.04,81.63,0,Cloudy,0,78.51,Autumn,17875.95
2022-12-16,P0009,S045,292,296,422,280.72,94.39,5,Cloudy,0,79.12,Spring,26541.53
2022-06-26,P0024,S026,214,231,241,275.75,96.26,0,Rainy,0,94.45,Summer,22236.92
2022-07-20,P0014,S029,402,249,332,246.99,56.67,20,Rainy,1,67.25,Spring,11288.02
2022-06-22,P0022,S066,104,60,95,63.74,23.16,0,Cloudy,0,19.0,Spring,1389.53
2022-06-21,P0027,S009,487,185,354,155.77,66.32,5,Snowy,0,69.54,Autumn,11655.94
2022-01-10,P0023,S072,213,219,318,194.13,33.76,0,Sunny,1,36.17,Winter,7392.58
2022-11-27,P0016,S043,358,39,120,45.31,51.36,10,Sunny,0,43.69,Autumn,1802.82
2022-06-04,P0020,S007,202,35,215,35.37,87.56,5,Cloudy,1,88.9,Spring,2911.45
2022-07-18,P0025,S016,286,164,234,142.44,16.35,10,Cloudy,0,18.98,Summer,2413.67
2022-05-22,P0005,S051,295,214,350,182.4,12.91,10,Snowy,0,13.33,Winter,2487.38
2022-12-04,P0023,S097,266,164,342,151.32,83.65,25,Sunny,0,98.77,Summer,10289.04
2022-02-25,P0005,S093,85,255,336,330.57,51.96,15,Rainy,0,42.84,Winter,11263.32
2022-12-01,P0006,S069,287,392,587,325.86,83.59,20,Foggy,1,91.06,Winter,26214.44
2022-10-13,P0004,S068,478,461,640,559.05,64.45,0,Foggy,0,62.03,Autumn,29710.15
2022-07-31,P0021,S055,176,207,383,267.29,65.85,15,Sunny,1,61.59,Summer,11586.11
2022-10-28,P0021,S045,423,348,376,360.43,49.58,10,Foggy,0,47.95,Summer,15527.06
2022-09-08,P0001,S100,171,176,356,141.02,23.42,5,Foggy,0,21.95,Summer,3916.06
2022-12-22,P0029,S027,208,38,54,47.29,56.48,20,Foggy,1,48.56,Spring,1716.91
2022-06-07,P0025,S053,139,224,321,210.0,26.94,0,Rainy,1,25.46,Spring,6035.29
2022-03-10,P0005,S046,253,458,509,562.19,30.37,10,Rainy,0,34.36,Summer,12517.24
2022-12-30,P0010,S043,244,223,399,284.27,11.15,15,Rainy,0,12.65,Summer,2113.1
2022-08-30,P0009,S085,157,450,608,569.97,95.27,10,Cloudy,1,101.16,Autumn,38586.03
2022-04-27,P0023,S014,410,95,107,92.31,74.2,0,Sunny,1,83.58,Winter,7048.96
2022-12-15,P0010,S040,227,341,486,327.79,17.42,5,Snowy,0,19.34,Winter,5642.12
2022-06-21,P0018,S027,403,303,418,308.4,51.35,20,Sunny,1,47.84,Summer,12448.18
2022-05-16,P0012,S040,435,488,638,576.04,96.92,10,Snowy,0,86.43,Autumn,42566.56
2022-05-27,P0019,S024,479,339,447,317.71,76.63,5,Cloudy,0,84.78,Summer,24677.78
2022-03-18,P0002,S075,377,185,304,223.61,37.57,15,Sunny,0,43.12,Autumn,5907.66
2022-02-24,P0015,S057,123,39,149,45.2,57.99,0,Sunny,1,64.27,Winter,2261.69
2022-03-16,P0004,S099,88,312,492,257.43,52.07,15,Cloudy,0,54.06,Summer,13810.23
2022-11-10,P0005,S034,319,426,561,496.79,71.28,20,Snowy,1,80.49,Autumn,24291.13
2022-01-15,P0014,S087,133,296,309,370.16,79.7,5,Foggy,0,77.92,Spring,22411.42
2022-12-15,P0016,S074,96,290,378,373.48,17.0,10,Rainy,1,20.22,Summer,4436.92
2022-06-19,P0030,S019,232,138,269,135.73,85.61,0,Rainy,1,74.11,Spring,11814.0
2022-04-10,P0003,S055,379,394,424,402.36,75.41,25,Snowy,1,72.48,Spring,22284.87
2022-05-07,P0020,S084,196,2,132,1.94,49.65,5,Snowy,1,57.13,Autumn,94.34
2022-04-01,P0003,S089,164,344,437,423.3,64.58,15,Snowy,0,59.42,Spring,18882.3
2022-08-27,P0002,S080,463,370,398,405.32,55.28,15,Foggy,0,48.4,Autumn,17386.82
2022-07-29,P0012,S082,52,171,197,162.18,67.32,20,Sunny,0,75.31,Spring,9208.84
2022-06-24,P0001,S039,284,107,211,125.15,86.74,0,Snowy,0,91.82,Summer,9280.74
2022-04-25,P0001,S082,83,310,359,387.0,71.25,15,Foggy,1,83.2,Spring,18774.58
2022-06-18,P0011,S039,261,243,436,299.37,98.72,5,Cloudy,0,94.24,Summer,22789.73
2022-11-02,P0009,S072,216,320,363,408.31,96.83,0,Cloudy,0,115.92,Summer,30985.16
2022-01-03,P0013,S041,484,362,415,319.37,37.48,10,Sunny,1,32.85,Winter,12210.45
2022-03-25,P0023,S093,202,486,577,398.34,24.62,20,Cloudy,0,29.48,Spring,9571.39
2022-10-17,P0020,S020,277,113,176,106.24,72.84,0,Snowy,0,73.15,Spring,8230.5
2022-01-30,P0029,S053,402,438,614,563.81,16.33,0,Cloudy,0,14.74,Winter,7153.99
2022-10-26,P0028,S065,393,85,250,107.48,30.56,0,Sunny,1,31.3,Autumn,2597.85
2022-06-22,P0020,S061,314,226,396,232.91,36.72,15,Cloudy,0,35.52,Spring,7053.35
2022-11-21,P0018,S013,375,14,177,11.77,91.87,15,Sunny,1,96.49,Summer,1093.31
2022-01-24,P0005,S002,90,23,214,23.35,67.63,0,Cloudy,0,70.03,Summer,1555.49
2022-08-26,P0008,S072,344,409,568,471.15,22.04,5,Snowy,0,21.51,Spring,8563.93
2022-09-23,P0014,S032,445,34,223,38.12,50.1,10,Snowy,1,43.11,Spring,1533.04
2022-01-13,P0029,S084,62,407,466,344.04,60.87,5,Sunny,0,53.06,Winter,23534.36
2022-06-15,P0001,S096,347,209,392,245.0,44.86,0,Cloudy,0,51.37,Spring,9374.85
2022-11-16,P0019,S074,112,61,106,70.13,48.43,10,Foggy,0,39.61,Winter,2659.08
2022-09-27,P0018,S062,169,362,387,419.86,79.24,10,Cloudy,0,78.62,Winter,25817.84
2022-03-12,P0003,S075,471,15,132,19.18,54.69,15,Rainy,0,60.29,Spring,697.28
2022-12-22,P0018,S032,153,380,490,462.39,12.04,0,Snowy,0,13.63,Summer,4573.54
2022-05-29,P0001,S005,173,8,181,9.89,64.67,0,Sunny,0,62.16,Winter,517.4
2022-09-12,P0007,S056,65,83,126,89.17,69.5,20,Rainy,1,74.26,Autumn,4614.59
2022-06-01,P0026,S083,361,319,404,376.02,98.88,10,Sunny,0,85.4,Autumn,28389.72
2022-06-23,P0024,S090,303,339,491,387.66,31.51,0,Cloudy,1,31.86,Spring,10681.23
2022-11-07,P0016,S068,392,353,363,404.67,32.97,10,Sunny,0,29.25,Spring,10473.41
2022-11-30,P0015,S015,97,293,338,305.6,24.35,5,Cloudy,0,25.92,Autumn,6776.66
2022-02-12,P0009,S073,292,453,601,548.54,61.44,5,Rainy,0,60.15,Winter,26439.81
2022-03-28,P0012,S027,498,120,296,107.14,87.91,10,Rainy,0,102.39,Spring,9494.78
2022-08-20,P0005,S008,196,451,563,554.67,51.92,15,Cloudy,0,45.57,Autumn,19902.51
2022-05-27,P0003,S039,266,29,71,28.13,80.34,0,Cloudy,0,66.38,Spring,2329.98
2022-08-12,P0025,S093,409,255,298,317.27,76.01,10,Rainy,1,85.89,Autumn,17445.37
2022-12-27,P0022,S018,325,187,334,156.33,21.31,15,Sunny,0,24.64,Winter,3387.5
2022-09-11,P0024,S012,84,200,371,198.62,93.47,0,Cloudy,0,106.11,Winter,18694.11
2022-09-03,P0016,S035,443,312,399,289.29,25.77,15,Snowy,1,27.0,Summer,6834.04
2022-09-13,P0025,S046,166,217,283,185.52,32.28,5,Cloudy,0,34.55,Winter,6653.86
2022-01-22,P0029,S023,53,388,510,413.51,73.41,0,Snowy,0,82.54,Winter,28483.74
2022-01-18,P0029,S034,329,434,570,508.49,62.14,10,Rainy,0,59.19,Autumn,24272.49
2022-11-02,P0005,S063,277,131,303,107.32,65.17,0,Sunny,0,55.83,Summer,8536.99
2022-04-18,P0011,S073,371,356,540,392.49,66.06,0,Cloudy,1,69.98,Spring,23517.98
2022-04-03,P0021,S066,354,417,489,526.6,78.25,5,Foggy,1,87.06,Spring,30996.83
2022-10-06,P0004,S010,411,272,440,334.61,73.51,0,Foggy,0,59.79,Winter,19993.46
2022-02-26,P0018,S017,253,435,520,438.61,62.9,0,Rainy,1,59.69,Winter,27362.73
2022-11-11,P0010,S066,469,189,245,156.11,49.92,0,Cloudy,0,43.81,Summer,9434.27
2022-07-25,P0021,S096,271,167,311,195.51,14.99,0,Cloudy,0,14.32,Summer,2503.2
2022-08-20,P0002,S065,475,429,506,424.22,21.35,15,Rainy,0,19.46,Summer,7783.86
2022-04-18,P0029,S084,134,194,263,191.97,94.27,0,Foggy,0,100.36,Spring,18288.06
2022-05-06,P0030,S085,349,359,526,302.24,14.74,0,Sunny,0,14.01,Autumn,5291.72
2022-07-28,P0004,S020,328,124,185,161.18,95.12,10,Cloudy,0,79.99,Autumn,10615.43
2022-12-04,P0021,S062,372,199,216,214.33,51.25,0,Snowy,0,53.67,Autumn,10198.53
2022-03-19,P0008,S031,366,444,555,480.04,49.35,5,Cloudy,0,49.44,Summer,20815.65
2022-07-20,P0020,S094,298,409,569,513.49,17.73,0,Rainy,0,17.34,Spring,7251.51
2022-06-27,P0025,S045,271,220,397,243.63,65.2,10,Foggy,1,63.64,Spring,12908.93
2022-11-02,P0024,S083,90,243,427,313.93,29.66,15,Rainy,0,26.54,Autumn,6125.32
2022-02-15,P0021,S058,354,83,165,98.15,83.74,0,Cloudy,1,79.51,Spring,6950.46
2022-11-13,P0002,S091,215,68,199,68.68,85.58,0,Snowy,0,98.5,Autumn,5819.31
2022-12-15,P0002,S011,65,341,477,442.4,46.66,5,Sunny,0,43.61,Autumn,15116.35
2022-02-19,P0001,S064,103,215,351,277.95,77.13,5,Sunny,0,67.48,Spring,15753.81
2022-03-18,P0013,S061,223,375,429,330.24,46.56,20,Foggy,0,48.34,Autumn,13967.26
2022-05-08,P0016,S098,212,140,306,165.43,40.01,20,Sunny,0,43.31,Winter,4481.62
2022-11-10,P0013,S004,119,233,270,227.34,34.47,10,Sunny,0,30.32,Summer,7229.23
2022-03-12,P0016,S025,110,51,159,42.41,69.26,20,Sunny,0,68.44,Summer,2825.77
2022-01-02,P0017,S024,91,291,326,250.01,60.68,10,Cloudy,1,51.08,Winter,15891.58
2022-05-03,P0017,S081,86,439,501,385.44,65.4,10,Foggy,0,71.46,Autumn,25838.26
2022-06-30,P0014,S041,128,467,473,515.89,76.0,5,Sunny,0,78.48,Autumn,33719.45
2022-10-31,P0003,S086,70,386,575,324.53,92.09,20,Foggy,0,73.69,Autumn,28436.42
2022-05-29,P0027,S029,218,83,180,97.69,84.34,0,Sunny,0,80.99,Spring,6999.89
2022-12-11,P0008,S058,349,352,510,435.02,58.07,0,Snowy,0,55.67,Winter,20440.68
2022-09-24,P0004,S075,388,212,303,217.9,12.98,20,Rainy,1,11.93,Winter,2201.4
2022-05-07,P0001,S023,253,261,364,218.01,95.31,10,Cloudy,1,99.73,Autumn,22387.95
2022-09-26,P0027,S030,267,367,500,452.64,34.3,15,Rainy,0,38.38,Spring,10700.79
2022-08-04,P0023,S026,319,352,520,377.13,38.73,5,Foggy,0,41.99,Summer,12949.99
2022-07-16,P0005,S095,253,315,343,380.16,58.3,5,Sunny,1,53.17,Winter,17445.45
2022-07-27,P0016,S052,103,326,480,310.39,66.04,0,Snowy,0,56.17,Winter,21529.95
2022-04-03,P0019,S028,489,480,489,399.63,97.65,0,Sunny,1,116.66,Winter,46874.2
2022-06-18,P0006,S045,91,171,197,218.08,40.33,0,Foggy,0,43.61,Autumn,6896.54
2022-07-25,P0001,S021,106,425,572,370.53,39.94,10,Cloudy,0,36.77,Spring,15276.49
2022-06-24,P0015,S083,415,371,525,482.26,73.35,0,Foggy,0,71.74,Summer,27212.04
2022-07-27,P0004,S025,122,55,220,60.23,84.55,25,Foggy,1,78.72,Autumn,3487.68
2022-01-04,P0021,S033,331,161,236,191.33,64.4,15,Snowy,1,72.26,Summer,8813.24
2022-11-05,P0002,S031,191,346,457,300.26,70.5,15,Snowy,1,83.06,Summer,20734.56
2022-07-10,P0012,S036,126,257,317,231.85,13.36,5,Snowy,0,10.79,Summer,3262.12
2022-06-25,P0008,S007,400,58,86,51.56,44.64,15,Sunny,0,36.33,Winter,2200.82
2022-03-14,P0024,S096,176,0,162,0.0,47.47,0,Rainy,0,43.74,Summer,0.0
2022-03-02,P0019,S066,195,374,570,405.88,82.62,0,Sunny,0,85.53,Winter,30898.02
2022-01-28,P0004,S096,461,156,289,140.27,67.5,0,Snowy,0,70.86,Spring,10529.5
2022-06-11,P0003,S043,419,70,113,85.19,75.19,0,Sunny,0,86.11,Autumn,5263.02
2022-09-12,P0013,S050,495,141,214,183.25,19.12,0,Rainy,1,20.73,Autumn,2695.66
2022-08-05,P0019,S029,222,435,515,520.4,49.24,10,Cloudy,0,51.56,Summer,19276.21
2022-08-30,P0026,S076,233,431,524,495.47,59.5,5,Snowy,0,62.82,Summer,24362.89
2022-10-15,P0022,S057,226,61,108,64.59,74.61,5,Snowy,1,74.55,Autumn,4323.64
2022-01-20,P0022,S039,189,188,363,169.55,51.81,0,Cloudy,1,62.08,Autumn,9741.05
2022-04-17,P0018,S075,290,230,428,274.42,54.41,0,Sunny,1,57.28,Summer,12514.99
2022-01-08,P0030,S076,372,218,333,226.92,65.33,0,Sunny,1,72.89,Spring,14241.44
2022-12-10,P0009,S083,258,164,238,186.01,34.75,10,Snowy,0,28.9,Winter,5128.74
2022-11-16,P0017,S092,255,141,253,180.07,77.62,10,Sunny,0,73.77,Spring,9849.89
2022-07-04,P0014,S012,55,338,358,336.57,72.36,5,Rainy,0,80.8,Spring,23235.65
2022-06-10,P0019,S077,314,449,578,479.87,85.0,0,Snowy,0,77.41,Autumn,38164.88
2022-06-13,P0027,S043,238,11,126,13.7,29.77,10,Snowy,0,27.59,Spring,294.75
2022-09-01,P0026,S019,71,244,331,313.72,37.96,20,Foggy,0,33.4,Winter,7408.94
