"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-12","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.6","","","","1"
"2020-01","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.3","","","","1"
"2020-02","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.3","","","","1"
"2020-03","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","65.1","","","","1"
"2020-04","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","61.9","","","","1"
"2020-05","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","63.5","","","","1"
"2020-06","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","65.8","","","","1"
"2020-07","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.1","","","","1"
"2020-08","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.4","","","","1"
"2020-09","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.8","","","","1"
"2020-10","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.9","","","","1"
"2020-11","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","65.6","","","","1"
"2020-12","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","65.3","","","","1"
"2021-01","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","65.6","","","","1"
"2021-02","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.0","","","","1"
"2021-03","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.5","","","","1"
"2021-04","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.5","","","","1"
"2021-05","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.9","","","","1"
"2021-06","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.8","","","","1"
"2021-07","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.8","","","","1"
"2021-08","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.3","","","","1"
"2021-09","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.4","","","","1"
"2021-10","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.8","","","","1"
"2021-11","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.0","","","","1"
"2021-12","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.2","","","","1"
"2022-01","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.4","","","","1"
"2022-02","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.4","","","","1"
"2022-03","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.8","","","","1"
"2022-04","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.1","","","","1"
"2022-05","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.4","","","","1"
"2022-06","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.4","","","","1"
"2022-07","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.2","","","","1"
"2022-08","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.2","","","","1"
"2022-09","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.5","","","","1"
"2022-10","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.9","","","","1"
"2022-11","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.5","","","","1"
"2022-12","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.7","","","","1"
"2023-01","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.6","","","","1"
"2023-02","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.0","","","","1"
"2023-03","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.4","","","","1"
"2023-04","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.0","","","","1"
"2023-05","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.5","","","","1"
"2023-06","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.1","","","","1"
"2023-07","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.6","","","","1"
"2023-08","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.0","","","","1"
"2023-09","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.3","","","","1"
"2023-10","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.2","","","","1"
"2023-11","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.0","","","","1"
"2023-12","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.5","","","","1"
"2024-01","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.1","","","","1"
"2024-02","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.5","","","","1"
"2024-03","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.3","","","","1"
"2024-04","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.5","","","","1"
"2024-05","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.7","","","","1"
"2024-06","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.0","","","","1"
"2024-07","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.5","","","","1"
"2024-08","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.8","","","","1"
"2024-09","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.9","","","","1"
"2024-10","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.9","","","","1"
"2024-11","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","67.5","","","","1"
"2024-12","Manitoba","2021A000246","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064139","8.8.1.1.1.1","66.9","","","","1"
"2015-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.9","","","","1"
"2015-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.8","","","","1"
"2015-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","65.4","","","","1"
"2015-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","65.2","","","","1"
"2015-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.9","","","","1"
"2015-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","65.0","","","","1"
"2015-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.4","","","","1"
"2015-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.5","","","","1"
"2015-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.9","","","","1"
"2015-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.9","","","","1"
"2015-11","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.7","","","","1"
"2015-12","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.3","","","","1"
"2016-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2016-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.0","","","","1"
"2016-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.3","","","","1"
"2016-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.1","","","","1"
"2016-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.1","","","","1"
"2016-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2016-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.0","","","","1"
"2016-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2016-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2016-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2016-11","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2016-12","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2017-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2017-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2017-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2017-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.9","","","","1"
"2017-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.0","","","","1"
"2017-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.9","","","","1"
"2017-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.3","","","","1"
"2017-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.2","","","","1"
"2017-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.9","","","","1"
"2017-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.0","","","","1"
"2017-11","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2017-12","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2018-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2018-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.2","","","","1"
"2018-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.3","","","","1"
"2018-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.4","","","","1"
"2018-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.4","","","","1"
"2018-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2018-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2018-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2018-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2018-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.4","","","","1"
"2018-11","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2018-12","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2019-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.9","","","","1"
"2019-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2019-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.6","","","","1"
"2019-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2019-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2019-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2019-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.3","","","","1"
"2019-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2019-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.4","","","","1"
"2019-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.2","","","","1"
"2019-11","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.1","","","","1"
"2019-12","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.3","","","","1"
"2020-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.8","","","","1"
"2020-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2020-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","60.8","","","","1"
"2020-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","54.8","","","","1"
"2020-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","56.0","","","","1"
"2020-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","58.9","","","","1"
"2020-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","60.3","","","","1"
"2020-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","61.1","","","","1"
"2020-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","62.7","","","","1"
"2020-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","62.1","","","","1"
"2020-11","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","60.5","","","","1"
"2020-12","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","59.8","","","","1"
"2021-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","60.2","","","","1"
"2021-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","61.4","","","","1"
"2021-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","61.9","","","","1"
"2021-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","62.7","","","","1"
"2021-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","62.3","","","","1"
"2021-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","61.7","","","","1"
"2021-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","62.8","","","","1"
"2021-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","62.5","","","","1"
"2021-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2021-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2021-11","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2021-12","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2022-01","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.0","","","","1"
"2022-02","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","64.4","","","","1"
"2022-03","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2022-04","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.9","","","","1"
"2022-05","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.4","","","","1"
"2022-06","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2022-07","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.7","","","","1"
"2022-08","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","62.9","","","","1"
"2022-09","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.5","","","","1"
"2022-10","Manitoba","2021A000246","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064140","8.9.1.1.1.1","63.9","","","","1"
