transaction_date,store_id,product_id,inventory,units_sold,units_ordered,unit_net_price,store_region,store_city,store_cluster,store_size_sqft,category,subcategory,product_launch_date,unit_orig_price,promo_active,promo_price,promo_start_date,promo_end_date,holiday_name,is_holiday,cpi_monthly,gdp_monthly,population_monthly,unemployment_rate_monthly,avg_temperature_c,precipitation_mm,units_sold_lag_1,units_sold_lag_7,units_sold_lag_14,units_sold_lag_30,units_sold_rolling_mean_7,units_sold_rolling_std_7,units_sold_rolling_min_7,units_sold_rolling_max_7,units_sold_rolling_mean_14,units_sold_rolling_std_14,units_sold_rolling_min_14,units_sold_rolling_max_14,units_sold_rolling_mean_30,units_sold_rolling_std_30,units_sold_rolling_min_30,units_sold_rolling_max_30,units_sold_rolling_mean_90,units_sold_rolling_std_90,units_sold_rolling_min_90,units_sold_rolling_max_90,year,month,day,dayofweek,dayofyear,week,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,discount_pct,promo_duration,promo_intensity,days_to_holiday,days_from_holiday,holiday_type,is_pre_holiday,is_post_holiday,temp_category,precip_category,weather_severity,cpi_change,gdp_change,unemployment_trend,units_sold_x_unit_net_price,units_sold_x_inventory,unit_net_price_x_units_sold,unit_net_price_x_inventory,inventory_x_units_sold,inventory_x_unit_net_price,inventory_poly_2,units_sold_poly_2,units_ordered_poly_2,unit_net_price_poly_2,store_size_sqft_poly_2,unit_orig_price_poly_2,promo_price_poly_2,cpi_monthly_poly_2,gdp_monthly_poly_2,population_monthly_poly_2,unemployment_rate_monthly_poly_2,avg_temperature_c_poly_2,precipitation_mm_poly_2,units_sold_lag_1_poly_2,units_sold_lag_7_poly_2,units_sold_lag_14_poly_2,units_sold_lag_30_poly_2,units_sold_rolling_mean_7_poly_2,units_sold_rolling_std_7_poly_2,units_sold_rolling_min_7_poly_2,units_sold_rolling_max_7_poly_2,units_sold_rolling_mean_14_poly_2,units_sold_rolling_std_14_poly_2,units_sold_rolling_min_14_poly_2,units_sold_rolling_max_14_poly_2,units_sold_rolling_mean_30_poly_2,units_sold_rolling_std_30_poly_2,units_sold_rolling_min_30_poly_2,units_sold_rolling_max_30_poly_2,units_sold_rolling_mean_90_poly_2,units_sold_rolling_std_90_poly_2,units_sold_rolling_min_90_poly_2,units_sold_rolling_max_90_poly_2,year_poly_2,month_poly_2,day_poly_2,dayofweek_poly_2,dayofyear_poly_2,week_poly_2,quarter_poly_2,discount_pct_poly_2,promo_duration_poly_2,promo_intensity_poly_2,days_to_holiday_poly_2,days_from_holiday_poly_2,weather_severity_poly_2,cpi_change_poly_2,gdp_change_poly_2,unemployment_trend_poly_2,units_sold_x_unit_net_price_poly_2,units_sold_x_inventory_poly_2,unit_net_price_x_units_sold_poly_2,unit_net_price_x_inventory_poly_2,inventory_x_units_sold_poly_2,inventory_x_unit_net_price_poly_2
2023-09-09,S008,P0002,149,1,0,627.44,British Columbia,Winnipeg,Superstore,9755,Electronics,Laptop,2020-11-26,999.0,True,670.99,2023-09-08,2023-09-20,New Year's Day,False,152.7,2230741,4600.5,5.5,13.776388888888889,58.418,22.0,,,,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,2023,9,9,5,252,36,3,True,False,False,False,False,False,False,37.19319319319319,12,4.463183183183182,0,0,No Holiday,False,False,Mild,Very Heavy,0.5473761852049217,-0.023657289002557702,0.0030359862391404757,5.8,627.44,149,627.44,93488.56000000001,149,93488.56000000001,22201,1,0,393680.95360000007,95160025,998001.0,450227.5801,23317.289999999997,4976205409081,21164600.25,30.25,189.78889081790123,3412.662724,484.0,,,,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,4092529,81,81,25,63504,1296,9,1383.333619906192,144,19.920004126649165,0,0,0.2996206881294928,0.0005596673229505376,9.217212444250329e-06,33.64,393680.95360000007,22201,393680.95360000007,8740110850.873602,22201,8740110850.873602
2023-10-19,S091,P0025,194,5,0,13.29,Manitoba,Victoria,Express,7541,Beauty,Lipstick,2022-12-12,18.0,True,13.79,2023-10-12,2023-10-20,New Year's Day,False,159.6,2234639,1118.2,5.1,4.531818181818182,43.663768115942034,22.0,,,,5.0,4.949747468305833,5.0,5.0,5.0,4.949747468305833,5.0,5.0,5.0,4.949747468305833,5.0,5.0,5.0,4.949747468305833,5.0,5.0,2023,10,19,3,292,42,4,False,False,False,False,False,False,False,26.16666666666667,8,2.0933333333333337,0,0,No Holiday,False,False,Cold,Very Heavy,0.3867431845087428,0.045186640471512884,0.0017474014240110858,5.2333333333333325,66.44999999999999,970,66.44999999999999,2578.2599999999998,970,2578.2599999999998,37636,25,0,176.62409999999997,56866681,324.0,190.1641,25472.16,4993611460321,1250371.24,26.009999999999998,20.537376033057853,1906.5246460827561,484.0,,,,25.0,24.5,25.0,25.0,25.0,24.5,25.0,25.0,25.0,24.5,25.0,25.0,25.0,24.5,25.0,25.0,4092529,100,361,9,85264,1764,16,684.6944444444447,64,4.382044444444446,0,0,0.14957029076396347,0.002041832477101766,3.05341173663597e-06,27.387777777777767,4415.602499999998,940900,4415.602499999998,6647424.627599998,940900,6647424.627599998
2022-07-25,S010,P0030,138,2,0,12.44,Alberta,Winnipeg,Compact,4157,Health,First Aid,2021-08-15,15.0,True,12.59,2022-07-13,2022-07-30,New Year's Day,False,161.4,2201010,3596.0,4.9,17.84795081967213,49.57863247863248,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2022,7,25,0,206,30,3,False,False,False,False,False,False,False,17.06666666666667,17,2.901333333333334,0,0,No Holiday,False,False,Mild,Very Heavy,0.5823390375054299,0.011278195488721776,-0.015048963165862572,5.166666666666666,24.88,276,24.88,1716.72,276,1716.72,19044,4,0,154.75359999999998,17280649,225.0,158.50809999999998,26049.960000000003,4844445020100,12931216.0,24.010000000000005,318.549348461435,2458.0407984513113,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4088484,49,625,0,42436,900,9,291.2711111111112,289,8.417735111111115,0,0,0.33911875460275054,0.00012719769348182422,0.00022647129236748846,26.69444444444444,619.0143999999999,76176,619.0143999999999,2947127.5584,76176,2947127.5584
2023-11-07,S018,P0025,400,3,0,13.84,Ontario,Quebec City,Superstore,1698,Beauty,Lipstick,2022-12-12,18.0,True,14.14,2023-11-03,2023-11-16,New Year's Day,False,160.6,2238191,13100.3,6.0,0.093167701863354,42.147333333333336,22.0,,,,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,2023,11,7,1,311,45,4,False,False,False,False,False,False,False,23.111111111111114,13,3.0044444444444447,0,0,No Holiday,True,False,Cold,Very Heavy,0.3226073967816918,-0.00495662949194553,0.016892699260793842,5.333333333333333,41.519999999999996,1200,41.519999999999996,5536.0,1200,5536.0,160000,9,0,191.5456,2883204,324.0,199.9396,25792.359999999997,5009498952481,171617860.08999997,36.0,0.008680220670498817,1776.3977071111112,484.0,,,,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,4092529,121,49,1,96721,2025,16,534.1234567901236,169,9.026686419753087,0,0,0.10407553245825994,2.4568175920424203e-05,0.0002853632883156248,28.444444444444443,1723.9103999999998,1440000,1723.9103999999998,30647296.0,1440000,30647296.0
2023-01-01,S088,P0029,295,3,0,8.09,Nova Scotia,Calgary,Compact,6486,Health,Pain Relief,2021-10-09,12.0,True,8.22,2022-12-18,2023-01-06,New Year's Day,True,157.3,2219088,864.0,5.3,0.49,194.04864864864865,22.0,,,,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,2023,1,1,6,1,52,1,True,True,False,True,False,True,False,32.583333333333336,19,6.190833333333334,0,0,New Year's Day,False,False,Cold,Very Heavy,0.6824291389084352,-0.020547945205479312,-0.008535017788919741,5.3999999999999995,24.27,885,24.27,2386.55,885,2386.55,87025,9,0,65.4481,42068196,144.0,67.56840000000001,24743.290000000005,4924351551744,746496.0,28.09,0.24009999999999998,37654.87804236669,484.0,,,,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,4092529,1,1,36,1,2704,1,1061.6736111111113,361,38.32641736111112,0,0,0.4657095296313083,0.00042221805216738025,7.284652865717643e-05,29.159999999999993,589.0328999999999,783225,589.0328999999999,5695620.902500001,783225,5695620.902500001
2022-11-23,S011,P0002,168,2,0,852.99,Quebec,Victoria,Outlet,3693,Electronics,Laptop,2020-11-26,999.0,True,870.88,2022-11-10,2022-11-25,New Year's Day,False,150.1,2205410,7161.6,3.8,-1.1813432835820896,82.43882352941176,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2022,11,23,2,327,47,4,False,False,False,False,False,False,False,14.615615615615615,15,2.1923423423423425,0,0,No Holiday,False,True,Very Cold,Very Heavy,0.39921229895223853,-0.04577240940877314,-0.0061637934142314554,5.033333333333332,1705.98,336,1705.98,143302.32,336,143302.32,28224,4,0,727591.9401,13638249,998001.0,758431.9744,22530.01,4863833268100,51288514.56,14.44,1.3955719536645135,6796.159624913495,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4088484,121,529,4,106929,2209,16,213.61621982342703,225,4.8063649460271085,0,0,0.15937045963473148,0.002095113463084344,3.7992349253323065e-05,25.334444444444433,2910367.7604,112896,2910367.7604,20535554917.3824,112896,20535554917.3824
2022-08-26,S093,P0011,408,5,329,26.05,Newfoundland,Victoria,Express,3539,Toys,Board Game,2022-04-11,35.0,True,26.91,2022-08-25,2022-09-07,New Year's Day,False,155.1,2206930,453.8,10.8,17.622222222222224,87.39393939393939,22.0,,,,5.0,4.949747468305833,5.0,5.0,5.0,4.949747468305833,5.0,5.0,5.0,4.949747468305833,5.0,5.0,5.0,4.949747468305833,5.0,5.0,2022,8,26,4,238,34,3,False,False,False,False,False,False,False,25.571428571428566,13,3.3242857142857134,0,0,No Holiday,False,False,Mild,Very Heavy,0.6674849915559431,0.033311125916055895,0.0006892142504115739,6.633333333333333,130.25,2040,130.25,10628.4,2040,10628.4,166464,25,108241,678.6025000000001,12524521,1225.0,724.1481,24056.01,4870540024900,205934.44,116.64000000000001,310.54271604938276,7637.700642791551,484.0,,,,25.0,24.5,25.0,25.0,25.0,24.5,25.0,25.0,25.0,24.5,25.0,25.0,25.0,24.5,25.0,25.0,4088484,64,676,16,56644,1156,9,653.8979591836732,169,11.050875510204076,0,0,0.4455362139524374,0.0011096311097953306,4.750162829703877e-07,44.00111111111111,16965.0625,4161600,16965.0625,112962886.55999999,4161600,112962886.55999999
2022-12-12,S009,P0015,307,19,0,2.09,Alberta,Edmonton,Outlet,2678,Groceries,Bread,2021-07-18,2.5,True,2.15,2022-12-03,2022-12-18,New Year's Day,False,160.8,2198020,3644.0,5.7,-16.334297520661156,17.213852813852814,14.0,,,,16.5,3.5355339059327378,14.0,19.0,16.5,3.5355339059327378,14.0,19.0,16.5,3.5355339059327378,14.0,19.0,16.5,3.5355339059327378,14.0,19.0,2022,12,12,0,346,50,4,False,False,False,False,False,False,False,16.400000000000006,15,2.460000000000001,0,0,No Holiday,False,False,Very Cold,Heavy,0.040161992664571364,0.03675048355899424,-0.004037282559936184,6.766666666666666,39.709999999999994,5833,39.709999999999994,641.63,5833,641.63,94249,361,0,4.368099999999999,7171684,6.25,4.6225,25856.640000000003,4831291920400,13278736.0,32.49,266.8092754934772,296.31672869698843,196.0,,,,272.25,12.500000000000002,196.0,361.0,272.25,12.500000000000002,196.0,361.0,272.25,12.500000000000002,196.0,361.0,272.25,12.500000000000002,196.0,361.0,4088484,144,144,0,119716,2500,16,268.9600000000002,225,6.051600000000004,0,0,0.001612985654789084,0.001350598041819906,1.6299650468764868e-05,45.78777777777776,1576.8840999999995,34023889,1576.8840999999995,411689.05689999997,34023889,411689.05689999997
2023-05-11,S085,P0007,170,2,0,68.02,Ontario,Toronto,Flagship,9787,Furniture,Chair,2020-01-22,85.0,True,71.54,2023-04-27,2023-05-16,New Year's Day,False,158.5,2231269,12857.2,5.5,11.559876543209876,40.388888888888886,14.0,,,,2.0,3.5355339059327378,2.0,2.0,2.0,3.5355339059327378,2.0,2.0,2.0,3.5355339059327378,2.0,2.0,2.0,3.5355339059327378,2.0,2.0,2023,5,11,3,131,19,2,False,False,False,False,False,False,False,19.976470588235298,19,3.7955294117647065,0,0,No Holiday,False,False,Mild,Very Heavy,0.4750516178313421,-0.014303482587064709,0.01512679593452293,7.333333333333333,136.04,340,136.04,11563.4,340,11563.4,28900,4,0,4626.720399999999,95785369,7225.0,5117.971600000001,25122.25,4978561350361,165307591.84000003,30.25,133.6307456942539,1631.262345679012,196.0,,,,4.0,12.500000000000002,4.0,4.0,4.0,12.500000000000002,4.0,4.0,4.0,12.500000000000002,4.0,4.0,4.0,12.500000000000002,4.0,4.0,4092529,25,121,9,17161,361,4,399.0593771626299,361,14.40604351557094,0,0,0.2256740396041755,0.00020458961411846333,0.00022881995524469943,53.77777777777777,18506.881599999997,115600,18506.881599999997,133712219.55999999,115600,133712219.55999999
2022-07-01,S076,P0013,215,26,0,3.99,British Columbia,Toronto,Superstore,4913,Groceries,Cereal,2021-01-22,5.0,True,4.2,2022-06-22,2022-07-02,New Year's Day,False,147.6,2201010,4447.8,4.6,18.331050228310502,39.997,14.0,,,,26.0,3.5355339059327378,26.0,26.0,26.0,3.5355339059327378,26.0,26.0,26.0,3.5355339059327378,26.0,26.0,26.0,3.5355339059327378,26.0,26.0,2022,7,1,4,182,26,3,False,True,False,True,False,False,False,20.199999999999996,10,2.0199999999999996,0,0,No Holiday,False,False,Mild,Very Heavy,0.5665793497733668,-0.06876971608832816,-0.013561341102305446,5.266666666666666,103.74000000000001,5590,103.74000000000001,857.85,5590,857.85,46225,676,0,15.920100000000001,24137569,25.0,17.64,21785.76,4844445020100,19782924.84,21.159999999999997,336.02740247284254,1599.760009,196.0,,,,676.0,12.500000000000002,676.0,676.0,676.0,12.500000000000002,676.0,676.0,676.0,12.500000000000002,676.0,676.0,676.0,12.500000000000002,676.0,676.0,4088484,49,1,16,33124,676,9,408.03999999999985,100,4.080399999999998,0,0,0.3210121595896111,0.0047292738508692604,0.0001839099724930791,27.73777777777777,10761.987600000002,31248100,10761.987600000002,735906.6225,31248100,735906.6225
2023-10-19,S092,P0009,239,1,0,588.45,Manitoba,Vancouver,Outlet,5330,Furniture,Sofa,2021-11-30,800.0,True,607.31,2023-10-14,2023-10-24,New Year's Day,False,159.6,2234639,1118.2,5.1,4.531818181818182,43.663768115942034,14.0,,,,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,2023,10,19,3,292,42,4,False,False,False,False,False,False,False,26.443749999999994,10,2.6443749999999993,0,0,No Holiday,False,False,Cold,Very Heavy,0.3867431845087428,0.08130081300813008,0.015278894689256362,5.066666666666666,588.45,239,588.45,140639.55000000002,239,140639.55000000002,57121,1,0,346273.4025,28408900,640000.0,368825.43609999993,25472.16,4993611460321,1250371.24,26.009999999999998,20.537376033057853,1906.5246460827561,196.0,,,,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,4092529,100,361,9,85264,1764,16,699.2719140624997,100,6.992719140624996,0,0,0.14957029076396347,0.006609822195782933,0.00023344462292538624,25.67111111111111,346273.4025,57121,346273.4025,19779483024.202503,57121,19779483024.202503
2023-04-01,S040,P0028,311,1,0,16.68,New Brunswick,Montreal,Outlet,5893,Health,Vitamins,2020-03-05,22.0,True,17.41,2023-03-26,2023-04-11,New Year's Day,False,157.4,2229312,684.0,6.4,4.668,35.484,14.0,,,,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,2023,4,1,5,91,13,2,True,True,False,True,False,False,False,24.181818181818183,16,3.869090909090909,0,0,No Holiday,False,False,Cold,Very Heavy,0.3695179941972241,-0.013784461152882121,-0.0023838302294016955,5.366666666666666,16.68,311,16.68,5187.48,311,5187.48,96721,1,0,278.2224,34727449,484.0,303.1081,24774.760000000002,4969831993344,467856.0,40.96000000000001,21.790224000000002,1259.114256,196.0,,,,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,4092529,16,1,25,8281,169,4,584.7603305785125,256,14.969864462809918,0,0,0.13654354803553972,0.0001900113692753163,5.68264656260934e-06,28.801111111111105,278.2224,96721,278.2224,26909948.750399996,96721,26909948.750399996
2023-08-01,S004,P0017,175,2,0,22.96,Nova Scotia,Quebec City,Outlet,3731,Sports,Soccer Ball,2022-02-14,28.0,True,23.4,2023-07-23,2023-08-06,New Year's Day,False,163.0,2231565,880.6,6.8,17.979166666666668,214.3052631578948,14.0,,,,2.0,3.5355339059327378,2.0,2.0,2.0,3.5355339059327378,2.0,2.0,2.0,3.5355339059327378,2.0,2.0,2.0,3.5355339059327378,2.0,2.0,2023,8,1,1,213,31,3,False,True,False,False,False,False,False,17.999999999999996,14,2.5199999999999996,0,0,No Holiday,False,False,Mild,Very Heavy,0.9684575117001196,0.03557814485387545,0.001010625699767509,6.099999999999999,45.92,350,45.92,4018.0,350,4018.0,30625,4,0,527.1616,13920361,784.0,547.56,26569.0,4979882349225,775456.36,46.239999999999995,323.2504340277778,45926.745817174546,196.0,,,,4.0,12.500000000000002,4.0,4.0,4.0,12.500000000000002,4.0,4.0,4.0,12.500000000000002,4.0,4.0,4.0,12.500000000000002,4.0,4.0,4092529,64,1,1,45369,961,9,323.9999999999999,196,6.350399999999998,0,0,0.9379099519683873,0.001265804391243344,1.0213643050305672e-06,37.20999999999999,2108.6464,122500,2108.6464,16144324.0,122500,16144324.0
2023-02-20,S039,P0017,298,1,0,20.71,Saskatchewan,Ottawa,Outlet,9754,Sports,Soccer Ball,2022-02-14,28.0,True,21.53,2023-02-14,2023-03-03,New Year's Day,False,157.6,2223989,907.0,4.4,-13.696153846153846,8.66081081081081,14.0,,,,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,1.0,3.5355339059327378,1.0,1.0,2023,2,20,0,51,8,1,False,False,False,False,False,False,False,26.035714285714285,17,4.426071428571428,0,0,No Holiday,False,False,Very Cold,Moderate,0.05622342900146032,-0.03312883435582825,-0.003394926878670379,5.866666666666667,20.71,298,20.71,6171.58,298,6171.58,88804,1,0,428.9041,95140516,784.0,463.5409,24837.76,4946127072121,822649.0,19.360000000000003,187.5846301775148,75.00964390065741,196.0,,,,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,1.0,12.500000000000002,1.0,1.0,4092529,4,400,0,2601,64,1,677.8584183673469,289,19.590108290816325,0,0,0.00316107396868225,0.0010975196657759063,1.1525528511518602e-05,34.417777777777786,428.9041,88804,428.9041,38088399.6964,88804,38088399.6964
2022-07-25,S010,P0015,212,21,0,1.78,Alberta,Winnipeg,Compact,4157,Groceries,Bread,2021-07-18,2.5,True,1.82,2022-07-17,2022-08-02,New Year's Day,False,161.4,2201010,3596.0,4.9,17.84795081967213,49.57863247863248,14.0,,,,21.0,3.5355339059327378,21.0,21.0,21.0,3.5355339059327378,21.0,21.0,21.0,3.5355339059327378,21.0,21.0,21.0,3.5355339059327378,21.0,21.0,2022,7,25,0,206,30,3,False,False,False,False,False,False,False,28.799999999999997,16,4.608,0,0,No Holiday,False,False,Mild,Very Heavy,0.5823390375054299,0.02411167512690371,-0.01033233527683819,5.366666666666666,37.38,4452,37.38,377.36,4452,377.36,44944,441,0,3.1684,17280649,6.25,3.3124000000000002,26049.960000000003,4844445020100,12931216.0,24.010000000000005,318.549348461435,2458.0407984513113,196.0,,,,441.0,12.500000000000002,441.0,441.0,441.0,12.500000000000002,441.0,441.0,441.0,12.500000000000002,441.0,441.0,441.0,12.500000000000002,441.0,441.0,4088484,49,625,0,42436,900,9,829.4399999999998,256,21.233663999999997,0,0,0.33911875460275054,0.000581372877425347,0.00010675715227299491,28.801111111111105,1397.2644000000003,19820304,1397.2644000000003,142400.56960000002,19820304,142400.56960000002
2023-05-27,S052,P0012,186,3,0,9.42,Nova Scotia,Halifax,Mall,5780,Toys,Puzzle,2021-10-08,15.0,True,9.88,2023-05-15,2023-05-30,New Year's Day,False,158.8,2231269,873.9,6.1,8.49375,66.67631578947368,14.0,,,,3.0,3.5355339059327378,3.0,3.0,3.0,3.5355339059327378,3.0,3.0,3.0,3.5355339059327378,3.0,3.0,3.0,3.5355339059327378,3.0,3.0,2023,5,27,5,147,21,2,True,False,False,False,False,False,False,37.2,15,5.58,0,0,No Holiday,False,False,Cold,Very Heavy,0.4945236901468456,-0.01610904584882278,0.013747779428535,5.133333333333333,28.259999999999998,558,28.259999999999998,1752.12,558,1752.12,34596,9,0,88.7364,33408400,225.0,97.61440000000002,25217.440000000002,4978561350361,763701.21,37.209999999999994,72.1437890625,4445.731087257616,196.0,,,,9.0,12.500000000000002,9.0,9.0,9.0,12.500000000000002,9.0,9.0,9.0,12.500000000000002,9.0,9.0,9.0,12.500000000000002,9.0,9.0,4092529,25,729,25,21609,441,4,1383.8400000000001,225,31.136400000000002,0,0,0.24455368011645337,0.0002595013581594744,0.00018900143921565015,26.351111111111106,798.6275999999999,311364,798.6275999999999,3069924.4943999997,311364,3069924.4943999997
2022-10-28,S006,P0018,273,0,0,75.96,British Columbia,Toronto,Outlet,8385,Sports,Tennis Racket,2022-10-22,120.0,True,77.28,2022-10-21,2022-10-31,New Year's Day,False,148.6,2206747,4467.9,4.6,10.907441860465116,87.01725888324874,14.0,,,,0.0,3.5355339059327378,0.0,0.0,0.0,3.5355339059327378,0.0,0.0,0.0,3.5355339059327378,0.0,0.0,0.0,3.5355339059327378,0.0,0.0,2022,10,28,4,301,43,4,False,False,False,False,False,False,False,36.7,10,3.67,0,0,No Holiday,True,False,Mild,Very Heavy,0.5749339928489903,-0.06423173803526461,-0.010990158515176818,5.199999999999999,0.0,0,0.0,20737.079999999998,0,20737.079999999998,74529,0,0,5769.921599999999,70308225,14400.0,5972.1984,22081.96,4869732322009,19962130.409999996,21.159999999999997,118.97228793942672,7572.003343554333,196.0,,,,0.0,12.500000000000002,0.0,0.0,0.0,12.500000000000002,0.0,0.0,0.0,12.500000000000002,0.0,0.0,0.0,12.500000000000002,0.0,0.0,4088484,100,784,16,90601,1849,16,1346.89,100,13.4689,0,0,0.3305490961332828,0.004125716171030858,0.00012078358418871352,27.039999999999992,0.0,0,0.0,430026486.92639995,0,430026486.92639995
2023-07-04,S067,P0006,334,5,0,36.26,British Columbia,Victoria,Compact,8253,Clothing,Dress,2020-10-03,60.0,True,36.53,2023-07-01,2023-07-09,Good Friday,True,152.1,2228857,4573.4,5.5,18.255140186915888,27.787309644670053,14.0,,,,5.0,3.5355339059327378,5.0,5.0,5.0,3.5355339059327378,5.0,5.0,5.0,3.5355339059327378,5.0,5.0,5.0,3.5355339059327378,5.0,5.0,2023,7,4,1,185,27,3,False,False,False,False,False,False,False,39.56666666666667,8,3.1653333333333338,0,0,Good Friday,False,False,Mild,Heavy,0.5370563248365183,0.02355316285329745,0.010019272712277427,5.399999999999999,181.29999999999998,1670,181.29999999999998,12110.84,1670,12110.84,111556,25,0,1314.7875999999999,68112009,3600.0,1334.4409,23134.41,4967803526449,20915987.559999995,30.25,333.25014324395147,772.1345772887734,196.0,,,,25.0,12.500000000000002,25.0,25.0,25.0,12.500000000000002,25.0,25.0,25.0,12.500000000000002,25.0,25.0,25.0,12.500000000000002,25.0,25.0,4092529,49,16,1,34225,729,9,1565.5211111111114,64,10.019335111111113,0,0,0.2884294960469079,0.0005547514803939509,0.00010038582568298708,29.159999999999986,32869.689999999995,2788900,32869.689999999995,146672445.5056,2788900,146672445.5056
2022-10-28,S006,P0022,192,4,0,168.27,British Columbia,Toronto,Outlet,8385,Home,Vacuum,2021-03-31,200.0,True,169.98,2022-10-19,2022-10-31,Good Friday,False,148.6,2206747,4467.9,4.6,10.907441860465116,87.01725888324874,14.0,,,,4.0,3.5355339059327378,4.0,4.0,4.0,3.5355339059327378,4.0,4.0,4.0,3.5355339059327378,4.0,4.0,4.0,3.5355339059327378,4.0,4.0,2022,10,28,4,301,43,4,False,False,False,False,False,False,False,15.864999999999995,12,1.9037999999999995,0,0,No Holiday,False,True,Mild,Very Heavy,0.5749339928489903,-0.023011176857330673,-0.009919882702210114,4.8999999999999995,673.08,768,673.08,32307.840000000004,768,32307.840000000004,36864,16,0,28314.792900000004,70308225,40000.0,28893.200399999998,22081.96,4869732322009,19962130.409999996,21.159999999999997,118.97228793942672,7572.003343554333,196.0,,,,16.0,12.500000000000002,16.0,16.0,16.0,12.500000000000002,16.0,16.0,16.0,12.500000000000002,16.0,16.0,16.0,12.500000000000002,16.0,16.0,4088484,100,784,16,90601,1849,16,251.69822499999984,144,3.6244544399999983,0,0,0.3305490961332828,0.0005295142603593508,9.840407282560744e-05,24.009999999999994,453036.68640000006,589824,453036.68640000006,1043796525.4656003,589824,1043796525.4656003
2023-02-20,S039,P0011,258,3,0,22.41,Saskatchewan,Ottawa,Outlet,9754,Toys,Board Game,2022-04-11,35.0,True,22.76,2023-02-11,2023-02-20,Good Friday,False,157.6,2223989,907.0,4.4,-13.696153846153846,8.66081081081081,14.0,,,,3.0,3.5355339059327378,3.0,3.0,3.0,3.5355339059327378,3.0,3.0,3.0,3.5355339059327378,3.0,3.0,3.0,3.5355339059327378,3.0,3.0,2023,2,20,0,51,8,1,False,False,False,False,False,False,False,35.97142857142857,9,3.2374285714285715,0,0,No Holiday,False,False,Very Cold,Moderate,0.05622342900146032,0.060565275908479155,0.00781331072388447,4.833333333333333,67.23,774,67.23,5781.78,774,5781.78,66564,9,0,502.2081,95140516,1225.0,518.0176,24837.76,4946127072121,822649.0,19.360000000000003,187.5846301775148,75.00964390065741,196.0,,,,9.0,12.500000000000002,9.0,9.0,9.0,12.500000000000002,9.0,9.0,9.0,12.500000000000002,9.0,9.0,9.0,12.500000000000002,9.0,9.0,4092529,4,400,0,2601,64,1,1293.9436734693875,81,10.480943755102041,0,0,0.00316107396868225,0.0036681526458702055,6.104782446796806e-05,23.361111111111107,4519.8729,599076,4519.8729,33428979.968399998,599076,33428979.968399998
